"Age (in completed years)","Gender","Marital status","Place of current residence","Highest educational qualification completed before first migration","Field of study before migration (if applicable)","Did you obtain any formal educational qualification obtained abroad?","If yes, level of qualification obtained abroad","Country where qualification was obtained","Did you obtain any certification or skill development course abroad","If yes, what is the qualification","Did you pursue any further education or certification after returning","If yes, type of education","If yes, type of education/Degree program","If yes, type of education/Professional certification","If yes, type of education/Skill development course","Field/area of the education","Have you ever lived abroad for at least 6 months","If yes, Primary reason for going abroad","Country/countries of stay abroad","Total duration of stay abroad (in years)","Years of return to India","What is your age at return to India (in years)","Main reason for returning India","Did you work while abroad","Total years of work experience abroad","Type of work performed abroad","I acquired job-relevant technical skills during my stay abroad","I improved my digital and technology-related skills abroad","My communication and language skills improved due to foreign exposure","I developed adaptability and problem-solving skills while abroad","I received formal training or certification abroad useful in India","My foreign-acquired skills are transferable to the Indian labour market","Are you currently employed?","Time taken to find first job after return(months)","How did you find your first job after returning to India","How did you find your first job after returning to India/Family or friends","How did you find your first job after returning to India/Former foreign employer / contacts","How did you find your first job after returning to India/Online job portals","How did you find your first job after returning to India/Recruitment agencies","How did you find your first job after returning to India/Government employment office","How did you find your first job after returning to India/Self-employed / started own business","How did you find your first job after returning to India/Still unemployed","What is your current occupation?","Is your current job formal or informal","Did you switch to another job from the first job you entered after returning","If yes, what is your first job","If yes, Compared to your first job after return, your previous job is","Are you currently running a business","If yes, field of business","What was the main source of funds for starting this business?","What was the main source of funds for starting this business?/Personal savings earned abroad","What was the main source of funds for starting this business?/Family or Friends","What was the main source of funds for starting this business?/Bank loan/ Microfinance/ NBFC","What was the main source of funds for starting this business?/Govt schemes/ subsidy","What was the main source of funds for starting this business?/Other","How long have you been in your current Job","Does your business currently employ any paid worker?","If yes, how many paid worker you have","Are the workers employed by your business mostly","Do you have franchisee in abroad","Current monthly income","Are you aware there are government programs which helps the return migrants","Did you register with any employment exchange or government job portal after returning","Have you received any government support after returning? (Multiple responses allowed)","Have you received any government support after returning? (Multiple responses allowed) / Skill training","Have you received any government support after returning? (Multiple responses allowed) /Employment assistance","Have you received any government support after returning? (Multiple responses allowed) /Financial support","Have you received any government support after returning? (Multiple responses allowed) /None","Government programs helped me integrate into the labour market","To what extent are you able to use your foreign-acquired skills in your current job","My current job matches my skill level","My current job provides stable and secure employment","My employer values my foreign education or work experience","I see clear opportunities for career growth in my current job","Overall, I feel well integrated into the Indian labour market","What were the main difficulties you faced in finding suitable employment in India","What were the main difficulties you faced in finding suitable employment in India/Non-recognition of foreign qualifications","What were the main difficulties you faced in finding suitable employment in India/ Lack of suitable job opportunities","What were the main difficulties you faced in finding suitable employment in India/ Low wages offered","What were the main difficulties you faced in finding suitable employment in India/Skill mismatch","What were the main difficulties you faced in finding suitable employment in India/ Lack of networks","What were the main difficulties you faced in finding suitable employment in India/ Regional mismatch","What were the main difficulties you faced in finding suitable employment in India/None","Do you have any plan to go back abroad in future"
63,"Male","Married","Semi-urban","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",18,2023,60,"End of work contracts","Yes",17,"Security",3,3,4,4,2,4,"Yes",6,"Former foreign employer / contacts",0,1,0,0,0,0,0,"Security","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,30000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,5,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
50,"Female","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Kuwait",10,2020,45,"Covid 19 or other external shocks","Yes",10,"Domestic work",2,2,3,3,1,3,"Yes",3,"Former foreign employer / contacts",0,1,0,0,0,0,0,"Domestic work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,20000,"No","No","None",0,0,0,1,"Strongly disagree",4,4,3,4,2,2,"Low wages offered",0,0,1,0,0,0,0,"No"
41,"Male","Married","Semi-urban","Under-graduation",NA,"No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",10,2020,36,"Covid 19 or other external shocks","Yes",10,"Driver",4,3,4,4,4,4,"Yes",2,"Self-employed / started own business",0,0,0,0,0,1,0,"Driver","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,30000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
58,"Male","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Kuwait",14,2022,54,"End of work contracts","Yes",13,"Industrial employee",2,3,3,4,1,4,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Agriculture worker","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,25000,"Yes","No","None",0,0,0,1,"Strongly disagree",2,2,2,1,3,3,"Low wages offered  Lack of suitable job opportunities",0,1,1,0,0,0,0,"No"
30,"Male","Single","Semi-urban","Under-graduation","Bcom","Yes","Post-graduation","France","Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Both study and work","France",6,2025,30,"Completion of studies","Yes",3,"Manager",4,5,5,5,4,4,"Yes",6,"Online job portals",0,0,1,0,0,0,0,"Corporate","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"Less than 6 month",NA,NA,NA,NA,60000,"Yes","No","None",0,0,0,1,"Strongly disagree",5,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
60,"Male","Married","Urban","Post-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",15,2020,55,"End of work contracts","Yes",15,"Teaching profession",5,4,4,4,3,4,"Yes",3,"Family or friends",1,0,0,0,0,0,0,"Teaching profession","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,55000,"Yes","No","None",0,0,0,1,"Disagree",4,4,4,4,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
57,"Male","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Bahrain",16,2020,52,"Covid 19 or other external shocks","Yes",16,"Industrial employee",2,3,4,4,1,3,"Yes",3,"Self-employed / started own business",0,0,0,0,0,1,0,"Agricultural work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,30000,"Yes","No","None",0,0,0,1,"Disagree",2,2,3,1,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
54,"Male","Married","Semi-urban","Under-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Dubai",10,2022,50,"Family or personal reasons","Yes",10,"Domestic work",2,3,4,4,1,4,"Yes",12,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Stationary shop","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"1-3year","Yes","1-2","Family members","No",45000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,3,"Low wages offered",0,0,1,0,0,0,0,"No"
59,"Female","Married","Semi-urban","Under-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Family reasons","UK",18,2023,56,"Family or personal reasons","Yes",13,"Domestic work",2,3,4,4,1,4,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Baker","Personal savings earned abroad Family or Friends",1,1,0,0,0,"More than 3 year","No",NA,NA,"No",30000,"No","No","None",0,0,0,1,"Disagree",2,3,3,2,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
57,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",19,2024,55,"End of work contracts","Yes",18,"Construction sector",2,3,4,4,1,4,"Yes",2,"Family or friends",1,0,0,0,0,0,0,"Construction sector","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,30000,"No","No","None",0,0,0,1,"Disagree",4,4,4,4,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
60,"Male","Married","Semi-urban","Under-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",20,2023,57,"End of work contracts","Yes",18,"Govt service",4,4,4,4,4,3,"Yes",12,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Formal","No",NA,NA,"Yes","Textile","Personal savings earned abroad",1,0,0,0,0,"1-3year","Yes","3-5","Both family and non-family hired workers","No",65000,"Yes","No","None",0,0,0,1,"Disagree",3,2,3,3,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
48,"Male","Married","Rural","Other",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Bahrain",10,2023,45,"Family or personal reasons","Yes",10,"Shop assistant",3,4,4,4,1,4,"Yes",3,"Family or friends",1,0,0,0,0,0,0,"Shop assistant","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,25000,"No","No","None",0,0,0,1,"Disagree",4,4,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
53,"Female","Married","Semi-urban","Under-graduation","Nurse","No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","UK",13,2023,50,"Family or personal reasons","Yes",10,"Nurse",5,5,5,4,4,5,"Yes",6,"Recruitment agencies",0,0,0,1,0,0,0,"Nurse","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,50000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
58,"Male","Married","Semi-urban","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Bahrain",12,2020,53,"Covid 19 or other external shocks","Yes",12,"Driver",4,3,4,4,4,4,"Yes",12,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Rental agency","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,NA,"Yes","1-2","Non-family hired workers","No",45000,"Yes","No","None",0,0,0,1,"Disagree",4,3,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
63,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Dubai",15,2023,60,"End of work contracts","Yes",13,"Shop assistant",2,4,4,4,3,4,"Yes",6,"Family or friends",1,0,0,0,0,0,0,"Shop assistant","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,30000,"Yes","No","Financial support",0,0,1,0,"Disagree",4,3,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
59,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",12,2020,54,"Covid 19 or other external shocks","Yes",12,"Industrial employee",3,3,4,4,2,3,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Agricultural work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,25000,"Yes","No","None",0,0,0,1,"Strongly disagree",3,2,3,3,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
56,"Female","Married","Semi-urban","Under-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Family reasons","UK",18,2023,53,"Family or personal reasons","Yes",8,"Domestic work",4,4,4,4,3,4,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Bakery","Personal savings earned abroad",1,0,0,0,0,"1-3year","Yes","1-2","Non-family hired workers","No",50000,"No","No","None",0,0,0,1,"Disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
63,"Male","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",15,2020,58,"Covid 19 or other external shocks","Yes",15,"Construction sector",2,3,4,4,1,3,"Yes",2,"Family or friends",1,0,0,0,0,0,0,"Construction sector","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,30000,"Yes","No","Financial support",0,0,1,0,"Disagree",4,4,3,3,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
61,"Female","Married","Urban","Under-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Family reasons","UK",20,2023,60,"Other","Yes",15,"Business",3,4,4,4,2,4,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Textile","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"1-3year","Yes","3-5","Non-family hired workers","No",70000,"No","No","None",0,0,0,1,"Disagree",4,4,4,4,4,4,"Regional mismatch  Low wages offered",0,0,1,0,0,1,0,"Not sure"
63,"Male","Married","Urban","Under-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",28,2024,61,"Other","Yes",20,"Business",5,5,5,5,3,5,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Formal","No",NA,NA,"Yes","Financial services","Personal savings earned abroad",1,0,0,0,0,"1-3year","Yes","3-5","Non-family hired workers","No",1e+05,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,4,"Low wages offered  Regional mismatch",0,0,1,0,0,1,0,"No"
60,"Male","Married","Semi-urban","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",12,2020,55,"Covid 19 or other external shocks","Yes",12,"Construction sector",2,3,4,4,1,4,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Retail shop","Personal savings earned abroad Family or Friends",1,1,0,0,0,"More than 3 years","Yes","1-2","Family members","No",30000,"Yes","No","None",0,0,0,1,"Strongly disagree",2,3,2,3,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
65,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",20,2023,60,"End of work contracts","Yes",20,"Manager",2,4,4,4,1,4,"Yes",3,"Self-employed / started own business",0,0,0,0,0,1,0,"Agriculture worker","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,30000,"Yes","No","Financial support",0,0,1,0,"Disagree",3,2,3,2,3,3,"Low wages offered  Regional mismatch",0,0,1,0,0,1,0,"No"
62,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Kuwait",13,2020,57,"Covid 19 or other external shocks","Yes",12,"Construction sector",2,3,4,4,2,3,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Agricultural work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 years",NA,NA,NA,NA,25000,"Yes","No","Financial support",0,0,1,0,"Strongly disagree",2,3,3,3,3,3,"Low wages offered  Regional mismatch",0,0,1,0,0,1,0,"No"
65,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",20,2020,60,"Covid 19 or other external shocks","Yes",20,"Shop assistant",2,4,4,4,1,4,"Yes",12,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Super market","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"More than 3 years","Yes","3-5","Both family and non-family hired workers","No",60000,"Yes","No","Financial support",0,0,1,0,"Strongly disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
62,"Male","Married","Semi-urban","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","UK",18,2020,65,"Covid 19 or other external shocks","Yes",18,"Driver",4,4,4,4,4,4,"Yes",3,"Self-employed / started own business",0,0,0,0,0,1,0,"Driver","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 years",NA,NA,NA,NA,30000,"Yes","No","Financial support",0,0,1,0,"Disagree",4,4,4,4,4,4,"Low wages offered  Regional mismatch",0,0,1,0,0,1,0,"No"
58,"Male","Married","Semi-urban","Under-graduation",NA,"No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",20,2022,55,"End of work contracts","Yes",20,"Manager",4,4,4,4,4,4,"Yes",6,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Super market","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"1-3 years","Yes","3-5","Non-family hired workers","No",60000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
59,"Male","Married","Semi-urban","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","UK",13,2020,53,"Covid 19 or other external shocks","Yes",12,"Driver",4,4,4,4,4,4,"Yes",6,"Family or friends",1,0,0,0,0,0,0,"Driver","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,35000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,3,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
60,"Male","Married","Semi-urban","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",20,2023,57,"End of work contracts","Yes",20,"Domestic work",2,2,4,3,1,4,"Yes",6,"Family or friends",1,0,0,0,0,0,0,"Agricultural work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,25000,"Yes","No","None",0,0,0,1,"Disagree",2,3,3,2,2,3,"Low wages offered",0,0,1,0,0,0,0,"No"
63,"Male","Married","Semi-urban","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",18,2023,60,"End of work contracts","Yes",18,"Security",3,3,4,4,1,4,"Yes",9,"Recruitment agencies",0,0,0,1,0,0,0,"Security","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,30000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,2,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
59,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Bahrain",16,2020,55,"Covid 19 or other external shocks","Yes",15,"Construction sector",2,3,4,4,1,3,"Yes",5,"Family or friends",1,0,0,0,0,0,0,"Construction sector","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,30000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,3,3,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
57,"Male","Married","Urban","Under-graduation",NA,"No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","UK",15,2023,54,"Family or personal reasons","Yes",15,"Banking and Finance",4,4,4,4,4,4,"Yes",3,"Online job portals",0,0,1,0,0,0,0,"Accountant","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,50000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,3,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
43,"Female","Married","Semi-urban","Under-graduation",NA,"Yes","Post-graduation",NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Both study and work","Germany",13,2024,41,"Family or personal reasons","Yes",9,"Enginner",4,4,4,4,4,4,"Yes",6,"Online job portals",0,0,1,0,0,0,0,"Engineer","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"6-1 year",NA,NA,NA,NA,70000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
58,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",12,2020,53,"Covid 19 or other external shocks","Yes",12,"Construction sector",2,2,4,4,1,4,"Yes",3,"Self-employed / started own business",0,0,0,0,0,1,0,"Agricultural work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,30000,"Yes","No","None",0,0,0,1,"Disagree",4,4,3,2,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
34,"Male","Single","Semi-urban","Under-graduation",NA,"Yes","Post-graduation",NA,"Yes",NA,"Yes","Professional certification",0,1,0,NA,"Yes","Both study and work","Lithuania",8,2025,34,"Completion of studies","Yes",6,"Corporate",5,5,5,5,5,5,"Yes",4,"Online job portals",0,0,1,0,0,0,0,"Corporate","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"Less than 6 month",NA,NA,NA,NA,65000,"No","No","None",0,0,0,1,"Strongly disagree",5,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"Yes"
31,"Female","Single","Urban","Higher secondary",NA,"Yes","Under-graduation",NA,"Yes",NA,"Yes","Professional certification Degree program",1,1,0,"Medicine","Yes","Higher education","Uzbekistan",10,2024,30,"Completion of studies","Yes",4,"Doctor",5,5,5,5,5,5,"Yes",6,"Family or friends",1,0,0,0,0,0,0,"Doctor","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"6-1 year",NA,NA,NA,NA,65000,"No","No","None",0,0,0,1,"Strongly disagree",5,4,3,4,3,3,"Low wages offered  Regional mismatch",0,0,1,0,0,1,0,"Yes"
29,"Male","Single","Semi-urban","Higher secondary",NA,"Yes","Under-graduation",NA,"Yes",NA,"Yes","Professional certification",0,1,0,NA,"Yes","Higher education","China",10,2025,28,"Completion of studies","Yes",2,"Doctor",5,5,5,5,5,5,"Yes",2,"Family or friends",1,0,0,0,0,0,0,"Doctor","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"Less than 6 month",NA,NA,NA,NA,50000,"No","No","None",0,0,0,1,"Strongly disagree",5,4,3,4,3,3,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
35,"Female","Married","Urban","Under-graduation",NA,"Yes","Post-graduation",NA,"Yes",NA,"Yes","Professional certification",0,1,0,NA,"Yes","Higher education","Canada",10,2024,32,"Completion of studies","Yes",6,"Engineer",4,4,5,4,4,4,"Yes",3,"Online job portals",0,0,1,0,0,0,0,"Engineer","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,70000,"No","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
42,"Female","Married","Semi-urban","Under-graduation","Nurse","No",NA,NA,"Yes",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Canada",16,2023,39,"Family or personal reasons","Yes",15,"Nurse",4,4,4,4,3,4,"Yes",3,"Recruitment agencies",0,0,0,1,0,0,0,"Nurse","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,50000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,4,5,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
48,"Male","Married","Semi-urban","Post-graduation",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Canada",13,2023,45,"Family or personal reasons","Yes",12,"Engineer",4,4,4,4,3,4,"Yes",4,"Online job portals",0,0,1,0,0,0,0,"Engineer","Formal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"1-3year",NA,NA,NA,NA,60000,"No","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"Not sure"
29,"Female","Single","Urban","Under-graduation","Btech","Yes","Post-graduation","France","No",NA,"No",NA,NA,NA,NA,NA,"Yes","Higher education","France",5,2025,28,"Completion of studies","Yes",1,"Analyst",4,4,4,4,4,4,"Yes",12,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Formal","No",NA,NA,"Yes","Wine importing","Bank loan/ Microfinance/ NBFC Family or Friends",0,1,1,0,0,"Less than 6 months","Yes","3-5","Non-family hired workers","No",1e+05,"No","No","None",0,0,0,1,"Strongly disagree",4,4,4,4,4,4,"Low wages offered  Regional mismatch  Lack of networks",0,0,1,0,1,1,0,"No"
57,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",15,2020,52,"Covid 19 or other external shocks","Yes",15,"Industrial employee",2,2,4,4,1,4,"Yes",5,"Self-employed / started own business",0,0,0,0,0,1,0,"Agricultural work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,30000,"Yes","No","None",0,0,0,1,"Strongly disagree",3,2,3,2,3,3,"Low wages offered",0,0,1,0,0,0,0,"No"
53,"Male","Married","Rural","Higher secondary",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",18,2020,49,"Covid 19 or other external shocks","Yes",10,"Carpenter",4,3,4,4,1,4,"Yes",2,"Self-employed / started own business",0,0,0,0,0,1,0,"Carpenter","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,45000,"Yes","No","None",0,0,0,1,"Disagree",4,4,4,4,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
62,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Oman",13,2020,55,"Covid 19 or other external shocks","Yes",13,"Domestic work",3,2,4,4,1,4,"Yes",3,"Self-employed / started own business",0,0,0,0,0,1,0,"Agricultural work","Informal","No",NA,NA,"No","Nill",NA,NA,NA,NA,NA,NA,"More than 3 year",NA,NA,NA,NA,30000,"Yes","No","None",0,0,0,1,"Strongly disagree",4,4,3,3,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
65,"Male","Married","Rural","Secondary or below",NA,"No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Employment","Saudi Arabia",20,2021,61,"End of work contracts","Yes",20,"Industrial employee",2,3,4,4,1,3,"Yes",3,"Self-employed / started own business",0,0,0,0,0,1,0,"Business","Informal","No",NA,NA,"Yes","Super market","Personal savings earned abroad Bank loan/ Microfinance/ NBFC",1,0,1,0,0,"1-3 years","Yes","3-5","Both family and non-family hired workers","No",65000,"Yes","No","Financial support",0,0,1,0,"Strongly disagree",2,3,4,3,4,4,"Low wages offered",0,0,1,0,0,0,0,"No"
